ImageInput,Augmentation,Scheduler,CriterionWeight,OptimizerType,OptimizerLR,LossFunction,Model,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained,Acc_class_0,Acc_class_1
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R101,3,0.8588154269972452,0.8059698426393853,0.7009829792848661,0.733823133582943,0.8598759730835203,0.1705424532483672,50,0.9614065180102916,0.4405594405594406
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R101,4,0.8264462809917356,0.7241610039700831,0.6808286053569073,0.6975,0.8247490074248222,0.1909532663783803,34,0.9210977701543739,0.4405594405594406
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R101,5,0.8422865013774105,0.771652362098222,0.6656221137353213,0.6950091861940172,0.8358172702083508,0.19046139640038215,29,0.9571183533447685,0.3741258741258741
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R152,1,0.8119834710743802,0.6935295589093637,0.6322404011083257,0.6504860532476292,0.754854922093344,0.14634875711646197,29,0.9288164665523156,0.3356643356643357
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R152,2,0.8402203856749312,0.7580340918923596,0.6788494524343581,0.7045177045177045,0.8308543943192315,0.128019037574264,34,0.9451114922813036,0.4125874125874126
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R152,3,0.8505509641873278,0.803309151695149,0.6681290407705502,0.7020986518594016,0.8224939725797359,0.14417003140130122,37,0.9691252144082333,0.36713286713286714
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R152,4,0.8388429752066116,0.7492239805234328,0.6964639134450455,0.7164318120361746,0.8071435425637827,0.1599958215473841,39,0.9313893653516295,0.46153846153846156
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,R152,5,0.8409090909090909,0.7680815483363254,0.6634450455205172,0.6923455109642707,0.833073444565726,0.1783461176847995,32,0.9562607204116638,0.3706293706293706
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D121,1,0.871900826446281,0.8236195564879616,0.7368386330650482,0.7678836633663366,0.8861777159375788,0.16281841696890914,33,0.9596912521440824,0.513986013986014
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D121,2,0.8512396694214877,0.7711530410428908,0.7252935743501782,0.7439119983277591,0.865333637203277,0.13798476449550898,33,0.9331046312178388,0.5174825174825175
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D121,3,0.8636363636363636,0.8017533936651584,0.730373400184721,0.7569484131680841,0.8492605164989385,0.10800856363235165,35,0.9502572898799314,0.5104895104895105
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D121,4,0.8477961432506887,0.7859356171458083,0.6743303865945376,0.7056638871130034,0.8464537178087779,0.15388250699812062,50,0.9605488850771869,0.3881118881118881
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D121,5,0.8615702479338843,0.7932703968357618,0.7356841271935612,0.7583412478067869,0.8763599179551153,0.1399852614346621,43,0.9433962264150944,0.527972027972028
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D169,1,0.859504132231405,0.7993115405332616,0.7132867132867133,0.7428348179403033,0.8729863618371336,0.13437813285902303,33,0.9545454545454546,0.47202797202797203
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D169,2,0.8739669421487604,0.8236046965651338,0.7460416941549017,0.7749952368250581,0.8769056843670908,0.12270198663032379,43,0.9571183533447685,0.534965034965035
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D169,3,0.8608815426997245,0.8061320754716981,0.7101860403747196,0.7418344030673141,0.8779822236082957,0.15407689984890455,33,0.9588336192109777,0.46153846153846156
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D169,4,0.8526170798898072,0.7847678744330633,0.7010819369309935,0.7293083742194469,0.8437098921661528,0.16768743404221403,24,0.951114922813036,0.45104895104895104
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,D169,5,0.8732782369146006,0.8334169767240633,0.7310990895896556,0.7656519725485242,0.8879019779534358,0.14939523680639913,43,0.9656946826758147,0.4965034965034965
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,Vit,1,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,0.5763848073024745,0.28287404882411715,18,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,Vit,2,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,,,7,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,Vit,3,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,,,7,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,Vit,4,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,,,7,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,TCEL,Vit,5,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,,,7,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,FL,R18,1,0.8333333333333334,0.7364273927392739,0.7062277345296213,0.7190788821484648,0.8398985234319711,0.5464422852863696,37,0.9159519725557461,0.4965034965034965
224,none,reduce_on_plateau,None,Adam,0.01,FL,R18,2,0.8292011019283747,0.7301586074697007,0.6785855653780182,0.6975355720933358,0.8344678477611582,0.4261494457818132,27,0.9271012006861064,0.43006993006993005
224,none,reduce_on_plateau,None,Adam,0.01,FL,R18,3,0.8202479338842975,0.712958422805742,0.6888441746932313,0.699243609248109,0.8170213148772325,0.499982075830263,26,0.9056603773584906,0.47202797202797203
224,none,reduce_on_plateau,None,Adam,0.01,FL,R18,4,0.8360881542699724,0.7424965100046532,0.7000263887056339,0.7169590643274854,0.8243741678561576,0.3937859738101488,32,0.9245283018867925,0.4755244755244755
224,none,reduce_on_plateau,None,Adam,0.01,FL,R18,5,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,0.5976172198299128,0.6470194444302992,50,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,FL,R34,1,0.8223140495867769,0.7175925925925926,0.704644412191582,0.7106542056074766,0.8214549172953975,0.38380011093897837,36,0.8987993138936535,0.5104895104895105
224,none,reduce_on_plateau,None,Adam,0.01,FL,R34,2,0.803030303030303,0.4015151515151515,0.5,0.44537815126050423,0.6064424426345525,0.6416382390855814,50,1.0,0.0
224,none,reduce_on_plateau,None,Adam,0.01,FL,R34,3,0.8491735537190083,0.7736707990373531,0.7028961604433303,0.728062681351836,0.8560436133334932,0.5421291764971101,33,0.9442538593481989,0.46153846153846156
224,none,reduce_on_plateau,None,Adam,0.01,FL,R34,4,0.8333333333333334,0.7390177224736048,0.6824778994590315,0.7029369494276584,0.8259335004618025,0.4299633331650816,38,0.9313893653516295,0.43356643356643354
224,none,reduce_on_plateau,None,Adam,0.01,FL,R34,5,0.8154269972451791,0.7020212252022004,0.6554954479482782,0.6720867208672087,0.8275168227998417,0.5379474351040032,27,0.9193825042881647,0.3916083916083916
224,none,reduce_on_plateau,None,Adam,0.01,FL,R50,1,0.8292011019283747,0.7296610931319669,0.6838633065048159,0.701364400847899,0.8109159279828233,0.513153609934354,37,0.9236706689536878,0.44405594405594406
224,none,reduce_on_plateau,None,Adam,0.01,FL,R50,2,0.8202479338842975,0.7137792204850042,0.6980802216651273,0.7052304078465841,0.802036728280296,0.5586505865568316,28,0.8996569468267581,0.4965034965034965
224,none,reduce_on_plateau,None,Adam,0.01,FL,R50,3,0.8519283746556474,0.7851237334330214,0.6966948146193429,0.7256956678754287,0.8314481401959961,0.5607664143678719,30,0.9528301886792453,0.4405594405594406
224,none,reduce_on_plateau,None,Adam,0.01,FL,R50,4,0.7975206611570248,0.6629816596463048,0.6192769494656287,0.6331064356435644,0.7417235423238854,0.5445812663435915,30,0.9133790737564322,0.32517482517482516
