ImageInput,Model,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained,Acc_class_0,Acc_class_1
384,Eff_b4,2,0.8987603305785123,0.8513204939458583,0.8155759335004618,0.8315910731686149,0.9302858376614808,0.05856153624695046,12,0.9528301886792453,0.6783216783216783
384,Eff_b4,3,0.8980716253443526,0.8679777845404748,0.7900778466816203,0.8206491802621959,0.9276079837829411,0.05953945845925138,12,0.9682675814751286,0.6118881118881119
384,Eff_b4,4,0.9104683195592287,0.8723743435858965,0.8334212956854465,0.8508509932204997,0.9400406625964088,0.06420541362428145,12,0.9605488850771869,0.7062937062937062
384,Eff_b4,5,0.9028925619834711,0.8526728235125813,0.8326626203984695,0.8420890657406885,0.9425505883481871,0.058278386257751245,13,0.9485420240137221,0.7167832167832168
384,Eff_b5,1,0.9393939393939394,0.909434523440695,0.8962923868584246,0.902657240370551,0.9691761925895717,0.01764872856201652,10,0.967409948542024,0.8251748251748252
384,Eff_b5,2,0.9387052341597796,0.910684825611906,0.891905264546774,0.90087558823191,0.9675149036212499,0.022706914487917382,11,0.9691252144082333,0.8146853146853147
384,Eff_b5,3,0.9269972451790633,0.8883836143152913,0.8780182082068875,0.8830637196057753,0.9700818049874654,0.02326763778704106,11,0.9588336192109777,0.7972027972027972
384,Eff_b5,4,0.9414600550964187,0.9132856117588942,0.898898271539781,0.9058477100823508,0.9714402235843059,0.01319760326426244,14,0.9691252144082333,0.8286713286713286
384,Eff_b5,5,0.9325068870523416,0.8973306713989944,0.8867264810661037,0.8918890992581697,0.9603839556669744,0.01962431388191897,12,0.9622641509433962,0.8111888111888111
384,Eff_b6,1,0.8746556473829201,0.8047851956434047,0.7900118749175353,0.7970166679468469,0.9010663436049371,0.11933603424455318,50,0.9296740994854202,0.6503496503496503
384,Eff_b6,2,0.8650137741046832,0.8003640776699029,0.7404670800897216,0.7639815426055976,0.8750944595713035,0.14576009332282935,35,0.9459691252144082,0.534965034965035
384,Eff_b6,3,0.878099173553719,0.8144358452949236,0.7842393455601002,0.7978064305995143,0.8996599455433075,0.11071552918476602,39,0.9391080617495712,0.6293706293706294
384,Eff_b6,4,0.871900826446281,0.8068542079105119,0.7658662092624358,0.7834434537173648,0.8918093056171958,0.11427984721158696,50,0.9408233276157805,0.5909090909090909
384,Eff_b6,5,0.878099173553719,0.8124629838795807,0.789517086686898,0.8000987823327409,0.8975788362580814,0.11590541891466219,50,0.9356775300171527,0.6433566433566433
384,Eff_b7,1,0.8546831955922864,0.7897886047057319,0.7036878216123499,0.7326463881711394,0.8591772721275296,0.14018209849791385,50,0.9528301886792453,0.45454545454545453
384,Eff_b7,2,0.8739669421487604,0.8133857255585271,0.7631943528169943,0.7840295529266419,0.9033393707493195,0.11703462774899626,50,0.9459691252144082,0.5804195804195804
384,Eff_b7,3,0.8746556473829201,0.8163971614704513,0.7609842987201478,0.7835569315445476,0.9017170650961389,0.09049376040249446,47,0.9485420240137221,0.5734265734265734
384,Eff_b7,4,0.8870523415977961,0.8330578512396695,0.7924528301886793,0.8101851851851852,0.9212087226666986,0.0822426765268722,50,0.9485420240137221,0.6363636363636364
384,Eff_b7,5,0.8739669421487604,0.8081929208594419,0.7750692703522892,0.7897388946961525,0.8913265122527559,0.14327734952081458,28,0.9382504288164666,0.6118881118881119
384,RGy8,1,0.9318181818181818,0.9094883273743353,0.8678255706557594,0.8865817431543732,0.9595713034821097,0.045385828472304025,12,0.9734133790737565,0.7622377622377622
384,RGy8,2,0.931129476584022,0.9149003917876871,0.8594801424990104,0.8835717493104112,0.9510729407813455,0.037482979272638633,13,0.9777015437392796,0.7412587412587412
384,RGy8,3,0.9276859504132231,0.8970490667892177,0.8678915424198443,0.8814145318923039,0.955259149084192,0.05467807160791069,11,0.9665523156089194,0.7692307692307693
384,RGy8,4,0.9242424242424242,0.8916481632971057,0.8617891542419844,0.8755919740777667,0.9601290647602825,0.05067342317321685,16,0.9648370497427101,0.7587412587412588
384,RGy8,5,0.9242424242424242,0.8897876707935082,0.8644280248053833,0.8762903845438885,0.9581858964363251,0.043669306183239665,12,0.9631217838765008,0.7657342657342657
384,RGy16,1,0.9297520661157025,0.8981481481481481,0.874455732946299,0.885607476635514,0.957541172378222,0.04082963302743799,12,0.9656946826758147,0.7832167832167832
384,RGy16,2,0.9276859504132231,0.9033228618946024,0.8599749307296477,0.8793583822027105,0.9544195084503833,0.04405321743246823,12,0.9716981132075472,0.7482517482517482
384,RGy16,3,0.9228650137741047,0.8857092140131103,0.8648898271539781,0.8747412008281573,0.9461490482073672,0.037635122510999444,13,0.9605488850771869,0.7692307692307693
384,RGy16,4,0.9269972451790633,0.8839132302405499,0.885934819897084,0.8849187241106009,0.9630528133958666,0.04315208753351396,12,0.9536878216123499,0.8181818181818182
384,RGy16,5,0.918732782369146,0.8685354905078089,0.8781501517350574,0.8732162994929717,0.9470726529045569,0.04370534364267796,12,0.9451114922813036,0.8111888111888111
384,RX101_32x8d,1,0.9318181818181818,0.9011412948450986,0.8783810529093548,0.889126365307292,0.9703366958941573,0.046272031437505454,11,0.9665523156089194,0.7902097902097902
384,RX101_32x8d,2,0.9373278236914601,0.910373384622721,0.887089325768571,0.8980858509390259,0.9666692655543427,0.029867882312129272,19,0.9699828473413379,0.8041958041958042
384,RX101_32x8d,3,0.9331955922865014,0.8955753309131359,0.8924330386594538,0.8939918637076956,0.9683095635068191,0.04168561756420765,16,0.9596912521440824,0.8251748251748252
384,RX101_32x8d,4,0.9304407713498623,0.8952408914240975,0.8814817258213485,0.8881249260978522,0.9708254866916959,0.04303232859627554,16,0.9622641509433962,0.8006993006993007
384,RX101_32x8d,5,0.9366391184573003,0.906786990035721,0.8892993798654176,0.8976750456534262,0.9621172138324796,0.0380874168480255,16,0.967409948542024,0.8111888111888111
512,R18,1,0.9318181818181818,0.8957938397726399,0.8862976645995514,0.8909333428428136,0.9698898871283091,0.052547053188235826,21,0.9614065180102916,0.8111888111888111
512,R18,2,0.931129476584022,0.8968033399800599,0.8819105422879008,0.8890813922576979,0.9664173733642001,0.06014785270047554,21,0.9631217838765008,0.8006993006993007
512,R18,3,0.9201101928374655,0.8983535895986433,0.8381052909354796,0.8637224219789181,0.9611186412215572,0.056046716544470514,15,0.9734133790737565,0.7027972027972028
512,R18,4,0.9325068870523416,0.8904338937647598,0.8986013986013986,0.8944329040299128,0.9683725365543547,0.06616671185997466,20,0.9545454545454546,0.8426573426573427
