ImageInput,Augmentation,Scheduler,CriterionWeight,OptimizerType,OptimizerLR,LossFunction,Model,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R50,2,0.9214876033057852,0.8710797581341779,0.8864625940097638,0.8784498255260653,0.9638534707145342,0.049122467242332074,12
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R50,3,0.918732782369146,0.8780002016942315,0.8596780577912653,0.8683954220754282,0.9532320166968536,0.05142666995976251,13
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R50,4,0.9297520661157025,0.8868445914029287,0.8929278268900911,0.8898386525719488,0.9614155141599394,0.06547126144970625,10
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R50,5,0.9242424242424242,0.8741573418197994,0.8934556010027708,0.8833056672589544,0.9613555398289532,0.05928058825997271,15
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R101,1,0.9256198347107438,0.885370068510779,0.8771605752737828,0.8811783960720131,0.961334548813108,0.05017494969269734,15
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R101,2,0.9269972451790633,0.8819040569595714,0.8898931257421823,0.8858151819099056,0.9669511449099786,0.05088933046436831,15
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R101,3,0.918732782369146,0.8674305555555556,0.8807890222984562,0.8738644294392894,0.9580329618923101,0.05686164207772624,16
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R101,4,0.9118457300275482,0.8555247578961777,0.8738619870695342,0.8642102309922379,0.9570733725965287,0.07785780752208171,9
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,R101,5,0.9166666666666666,0.8673681297920008,0.8702665259269033,0.8688057946123546,0.9573642481018125,0.05867131572579008,12
224,mixup,reduce_on_plateau,equal_weight,AdamW,0.0001,TCEL,D121,1,0.9242424242424242,0.8789186301857677,0.8829001187491754,0.8808884593356243,0.9646691216159483,0.06392021448024884,11
