Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
0,1,0.8477443609022557,0.7746318715398222,0.7530432451246931,0.7628240370696757,0.8676000225773981,0.19839142553003145,0.29699248120300753,0.37707346242579304,0.24771694526257979,0.20780776727793782,0.5805292850750504,1.2946498999142524,0.44799498746867167,0.3951261475548173,0.36991726690347143,0.2582457114078094,0.5347722679031889,0.8455261486544956,0
0,2,0.8521303258145363,0.8195359650203227,0.6952427540662834,0.7297516035989495,0.8588395217354493,0.18313876417445854,0.13847117794486216,0.20212301644125685,0.1454431011812217,0.1116568984486433,0.43941753320833704,1.2835169302059992,0.30639097744360905,0.36706677691218986,0.35350914337443634,0.23141849664701808,0.5367814409928079,1.0427009569802412,0
0,3,0.850250626566416,0.7924976941235324,0.7200143930913162,0.7458204142502733,0.8606245472761309,0.17635728356127964,0.22932330827067668,0.2194074339452,0.25679358067082614,0.1787076396911394,0.476161834764366,1.3054329195631202,0.18358395989974938,0.2814069177193801,0.24702950903084253,0.17496551648892988,0.4001380286422321,1.0477997073098795,0
0,4,0.8671679197994987,0.823296751590024,0.7491368848834912,0.776659449754449,0.8837593249357956,0.22180847804354153,0.16478696741854637,0.2528764332626121,0.15910172380256407,0.1341486868174924,0.4088607420946081,1.2739331326506376,0.46365914786967416,0.308390227994133,0.439977259769873,0.27809017642396344,0.5749860678486128,0.9576790166381605,0
0,5,0.8289473684210527,0.8785667324128863,0.6015630144589421,0.6203731375144089,0.8589171315415659,0.10950409937600004,0.3082706766917293,0.38518720843093723,0.3324902413117113,0.28600336080985345,0.6134739258860311,1.2868197536473869,0.37468671679197996,0.3229325014967508,0.2628780265823638,0.23291091314245746,0.462267746248232,1.0080114375303753,0
n_1,1,0.8696741854636592,0.8418112717583889,0.737744706070498,0.7722002635046114,0.8784748026829475,0.0442360011404711,0.2568922305764411,0.25422703359205157,0.2521797065210239,0.25018316033147403,0.4901648773694147,1.3845231114664243,0.33270676691729323,0.33228520400186246,0.32501269474799105,0.2828311412785979,0.504959124003077,1.0968753977554913,17
n_1,2,0.8677944862155389,0.8170840238576754,0.7614345114345114,0.783741365060548,0.8780655873416056,0.04766109721432196,0.2600250626566416,0.26474606032984715,0.2639836308177046,0.2587690728882439,0.5031935548160643,1.384151854608572,0.3302005012531328,0.3460326499886213,0.3209536988426512,0.2850234470534589,0.5198656943489351,1.0970926753107382,17
n_1,3,0.8659147869674185,0.8370788073597872,0.7288689664255276,0.7635909064480493,0.8633691122378905,0.04499001537712818,0.23182957393483708,0.23368465807375582,0.2367435575338318,0.23119390854054037,0.48898728959851157,1.3843175836773107,0.37781954887218044,0.3512827576552746,0.36588217750848323,0.314566569033385,0.5278140253576179,1.0971096543195247,16
n_1,4,0.8615288220551378,0.8141829900988254,0.737986942738074,0.7656021664368426,0.8792273826210478,0.04437218854436213,0.2474937343358396,0.2489936553840022,0.2505999204098972,0.2456330032714854,0.49675355306877894,1.3845035298715964,0.32456140350877194,0.3348746402957315,0.3214913160438993,0.27958590062646144,0.5021524236391196,1.0972794418524021,17
n_1,5,0.8665413533834586,0.8224724778368115,0.7476575949426628,0.7753044264528295,0.8741333571650314,0.05338544870602671,0.2506265664160401,0.25140327131619483,0.2530657204973894,0.24850574493172087,0.49244053231268425,1.384367041756141,0.3333333333333333,0.32158288669426527,0.3228486900917326,0.2806444475596925,0.4958598434336931,1.0970064509374213,16
