Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,num_epochs_trained
0,3,0.8721804511278195,0.8416089650145773,0.7469073668168691,0.7797220681163146,0.8766403890838279,0.03393421625200372,0.9993734335839599,0.9991909385113269,0.9995192307692308,0.9993541976373617,1.0,0.0021298203262044985,17
0,4,0.881578947368421,0.8480022540048837,0.774505884234391,0.802735533487887,0.9032323308341408,0.039745736318601455,0.9987468671679198,0.9985119047619048,0.9990384615384615,0.9987720357748828,0.9999989600798942,0.0024029131003875676,17
0,5,0.881578947368421,0.8508162017647112,0.7712603832513334,0.8011563680997448,0.888357117995127,0.03576501826943089,1.0,1.0,1.0,1.0,1.0,0.0018617261577693089,17
p1,1,0.8840852130325815,0.8491687565201977,0.782586711319743,0.8089197943328275,0.8909746850923322,0.04199312124154633,1.0,1.0,1.0,1.0,1.0,0.0005163729363449178,24
p1,2,0.8709273182957393,0.8369883040935673,0.7471942879182698,0.7787980483288883,0.8792932333656315,0.04409552540530804,0.9987468671679198,0.9985119047619048,0.9990384615384615,0.9987720357748828,1.0,0.0012417182605180316,19
p1,3,0.8652882205513784,0.8340017451708386,0.7295533438067375,0.763515958227631,0.892726785260722,0.0441596089590042,1.0,1.0,1.0,1.0,1.0,0.0008682547257804637,21
p1,4,0.8665413533834586,0.8266733266733266,0.7422484266375668,0.7722271617776235,0.8861699325500231,0.039884813253758325,1.0,1.0,1.0,1.0,1.0,0.0003618611479460814,19
p1,5,0.8734335839598998,0.8410910942771659,0.7520296140205642,0.7836922449330127,0.8840674123479554,0.04147086314153498,0.9987468671679198,0.9985119047619048,0.9990384615384615,0.9987720357748828,1.0,0.0008209526384511664,18
p2,1,0.87468671679198,0.835329520436489,0.7636428631903744,0.7909785504179119,0.8919836125718479,0.04157700386695084,0.9993734335839599,0.9992537313432835,0.9995192307692308,0.9993856919453712,1.0,0.0006532584603112027,28
p2,2,0.8703007518796992,0.8281590356349794,0.7554515009266141,0.7827996110573835,0.8871294719711009,0.05582246516172037,1.0,1.0,1.0,1.0,1.0,6.978222259718721e-05,18
p2,3,0.8709273182957393,0.831452802359882,0.7536852898843849,0.782396094492525,0.8910993311445801,0.05258319565818724,1.0,1.0,1.0,1.0,1.0,0.00026497767700690134,21
p2,4,0.8665413533834586,0.8187399102474859,0.7530667632477587,0.7782707298030809,0.8871906190910714,0.05794382196335855,1.0,1.0,1.0,1.0,1.0,6.909290232203706e-05,17
p2,5,0.8734335839598998,0.8410910942771659,0.7520296140205642,0.7836922449330127,0.8920847405010299,0.045283033195600036,1.0,1.0,1.0,1.0,1.0,0.000791929884130043,22
p3,1,0.8652882205513784,0.8192630916208152,0.7468626823830444,0.7738022176796039,0.8826045850932728,0.06764001875055371,1.0,1.0,1.0,1.0,1.0,5.3417879564581705e-05,16
p3,2,0.8715538847117794,0.837771488261996,0.7486735778590983,0.7801763668430335,0.8942695741338276,0.058597523486761616,1.0,1.0,1.0,1.0,1.0,1.2319483972618026e-05,17
p3,3,0.8659147869674185,0.8071801732925586,0.7721423128662948,0.7873743397936646,0.8860194165624029,0.06212146700229046,1.0,1.0,1.0,1.0,1.0,0.00011549744346504784,16
p3,4,0.8690476190476191,0.818730419743986,0.7643930913161683,0.786336759616364,0.8883194889982219,0.05015789404294339,1.0,1.0,1.0,1.0,1.0,3.531595402402623e-06,20
p3,5,0.8640350877192983,0.8183523832722317,0.7428222688403684,0.7704670097524282,0.890259734151137,0.044245788705170055,1.0,1.0,1.0,1.0,1.0,5.430274743433337e-06,22
p4,1,0.8621553884711779,0.8065622440622441,0.7535300702721517,0.7748047050372632,0.8765674829023246,0.07874249942549585,1.0,1.0,1.0,1.0,1.0,9.106304225657024e-07,16
p4,2,0.8671679197994987,0.8162559941403345,0.7599552214936831,0.7824382716049383,0.8900363119820135,0.06392711772820085,1.0,1.0,1.0,1.0,1.0,0.0001764165413554852,17
p4,3,0.8796992481203008,0.8496058217101274,0.7657406797678291,0.7966360856269112,0.8927408961345613,0.05479546768411566,1.0,1.0,1.0,1.0,1.0,0.00039329795037463085,19
p4,4,0.8671679197994987,0.8274914045909596,0.7437277165783953,0.7736079328756674,0.8921858684302123,0.06270997426127936,1.0,1.0,1.0,1.0,1.0,1.0003119107467629e-06,17
p4,5,0.8740601503759399,0.8212096368480873,0.7838002464699297,0.800049240358395,0.8976373693568265,0.05385763335321084,1.0,1.0,1.0,1.0,1.0,1.1670952961276796e-05,23
