Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
n2,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4675449901694245,0.5214789170020131,0.0,0.0,0.0,0.0,0.23306927585509218,7.247631207140875e-29,0.011278195488721804,0.011811023622047244,0.09836065573770492,0.0210896309314587,0.2638545076584778,2.4054537837743216e-105,19
n2_5,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5429558517793812,0.5376298042381307,0.0,0.0,0.0,0.0,0.27735640861091887,5.665491182759126e-185,0.011278195488721804,0.010221465076660987,0.09836065573770492,0.018518518518518517,0.3167079519570902,8.983746927315015e-255,36
n2_5,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4732834121974393,0.4465330979390849,0.0,0.0,0.0,0.0,0.10757808258551423,0.00021481034534414156,0.0,0.0,0.0,0.0,0.11085982728578819,2.282668344862156e-80,18
n2_5,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4613667792400824,0.5344542893855962,0.0,0.0,0.0,0.0,0.22035128450967773,4.946932929896618e-06,0.14724310776942356,0.11744127936031984,0.1084949215143121,0.11279097672186224,0.26103488045725837,0.0004448932936763812,16
n2_5,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5264085003904009,0.5423561913559318,0.0,0.0,0.0,0.0,0.28832151333015216,0.0003833126942784244,0.0006265664160401002,0.0006788866259334691,0.00546448087431694,0.0012077294685990338,0.2481475713049699,0.0002942948543602777,30
n2_5,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5305712081730182,0.5708560180462641,0.0,0.0,0.0,0.0,0.3318758039288784,9.196112989001008e-245,0.011278195488721804,0.010398613518197574,0.09836065573770492,0.018808777429467086,0.2840842203169112,0.0,44
n5,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5140967629655413,0.5378146073676925,0.0,0.0,0.0,0.0,0.23183893916006182,1.6644883881247103e-90,0.011278195488721804,0.010221465076660987,0.09836065573770492,0.018518518518518517,0.36224902671792303,3.7373037258506356e-53,25
n5,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4547675939078654,0.5142587335534216,0.046365914786967416,0.023596938775510203,0.060064935064935064,0.03388278388278388,0.3355130680453902,6.189096390683486e-31,0.0006265664160401002,0.00042517006802721087,0.00041000410004100044,0.0004174493842621582,0.09724800972774628,5.196515785166942e-103,32
n5,3,0.7875939849624061,0.3940438871473354,0.4996025437201908,0.4405888538380652,0.4720863397333986,0.6086015941009799,0.0,0.0,0.0,0.0,0.34413296945595573,0.0,0.0,0.0,0.0,0.0,0.23311793953033125,0.0026832336739650775,46
n5,4,0.7869674185463659,0.39397741530740277,0.49920508744038156,0.44039270687237025,0.49757763332423965,0.5976329485316357,0.0,0.0,0.0,0.0,0.33138453424633907,3.803473641773564e-242,0.0,0.0,0.0,0.0,0.17670877429686008,6.553400049979105e-53,50
n5,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5151668375650277,0.5818443537942922,0.0,0.0,0.0,0.0,0.3263268421263128,1.456981587698292e-178,0.011278195488721804,0.010327022375215147,0.09836065573770492,0.018691588785046728,0.25011793563317597,0.0006113868426630564,40
n10,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5247692872127261,0.5822163210851862,0.0,0.0,0.0,0.0,0.3065577929867633,0.0002542502972560279,0.011278195488721804,0.010327022375215147,0.09836065573770492,0.018691588785046728,0.28353445058564425,5.942170401239478e-32,41
n10,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.49977187420626334,0.5854086520108558,0.0,0.0,0.0,0.0,0.3406183245794352,0.0005195095801038914,0.0,0.0,0.0,0.0,0.21482822522550815,9.516022948073674e-08,45
n10,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5249150995757331,0.5956525579605227,0.0,0.0,0.0,0.0,0.32907790128627373,0.0,0.0,0.0,0.0,0.0,0.2254064367642201,0.0,45
n10,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.48003076170496983,0.5936466420400279,0.006892230576441102,0.0029286474973375934,0.006336405529953917,0.004005826656955572,0.33678624041551464,3.9789772579134197e-14,0.0043859649122807015,0.0035514967021816335,0.03825136612021858,0.006499535747446611,0.26272554107439755,0.00019539400130686826,48
n10,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5171588225886868,0.5841781270144354,0.0,0.0,0.0,0.0,0.3052489243355897,1.2485175415411638e-09,0.011278195488721804,0.013793103448275862,0.09836065573770492,0.024193548387096777,0.2505019410464861,0.00038526144723525986,40
