Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
n1_5,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.533750858411492,0.5179103509115938,0.0,0.0,0.0,0.0,0.15948009008955247,6.449875827068831e-37,16
n2,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5156230891525009,0.48302336591784206,0.0,0.0,0.0,0.0,0.2745305352343319,0.00021183319426715879,16
n2,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5176456477361455,0.49376324753330597,0.0012531328320802004,0.0008492569002123141,0.0008200082000820009,0.0008343763037129745,0.17180394119314715,0.00015481870347716387,16
n2,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5287273873246724,0.46375432374547043,0.0012531328320802004,0.0008492569002123141,0.0008200082000820009,0.0008343763037129745,0.2100446275461847,0.0005407035504600152,16
n2,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5279677519496524,0.4771212556391315,0.0,0.0,0.0,0.0,0.15967319912425906,0.0001729749230141788,16
n2,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.502187185445104,0.5061265500216398,0.0,0.0,0.0,0.0,0.16504156209394635,1.9746020120061486e-39,16
n2_5,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5113874751883801,0.48049216855247723,0.0,0.0,0.0,0.0,0.26041188302095014,0.00034570395862644975,16
n2_5,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.513532328011966,0.48757864007654916,0.0,0.0,0.0,0.0,0.19036685000266992,0.00040252944134551644,16
n2_5,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5648629834150196,0.4415959424934127,0.002506265664160401,0.0016941973739940705,0.0016400164001640018,0.0016666666666666668,0.21792217362670915,2.1670582042601873e-06,16
n2_5,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5247622317758064,0.46404784222489315,0.0006265664160401002,0.00042517006802721087,0.00041000410004100044,0.0004174493842621582,0.15987820117427956,7.692774491219405e-56,16
n2_5,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4970672900537154,0.5099108359500747,0.0,0.0,0.0,0.0,0.16080881436784678,1.4902459968651086e-16,16
n5,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5137063621226517,0.49612699394876064,0.0,0.0,0.0,0.0,0.13734850626022943,4.5079859235996814e-89,25
n5,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5398655704085569,0.5692215982319159,0.0,0.0,0.0,0.0,0.09639361736056029,0.00034382771810191094,26
n5,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5074199678272077,0.5441429873732341,0.0,0.0,0.0,0.0,0.17494686489976394,5.677354294650159e-184,25
n5,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5136428631903744,0.5386708640484668,0.0,0.0,0.0,0.0,0.129710931043122,5.25618774062379e-05,24
n5,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.504320279207157,0.5103736800198582,0.0,0.0,0.0,0.0,0.12870905116785616,2.590440555505701e-78,22
n10,1,0.7857142857142857,0.5443883984867591,0.5016556758638206,0.44849410737669143,0.5010794818487125,0.6194136072247524,0.0,0.0,0.0,0.0,0.17829900839054158,0.0,44
n10,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5021166310759071,0.5536345902512945,0.0,0.0,0.0,0.0,0.1449928367762956,5.563533586845727e-66,27
n10,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4969732175614529,0.5048032738207026,0.0,0.0,0.0,0.0,0.1714807611244418,2.748473773626752e-66,20
n10,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5236451209301889,0.4773147733888145,0.0,0.0,0.0,0.0,0.0991545754554267,3.403995279172771e-143,24
n10,5,0.7869674185463659,0.5191582914572864,0.5002869211014007,0.4432748538011696,0.5092637886755534,0.5980427950798225,0.0,0.0,0.0,0.0,0.17829900839054158,0.0,38
