Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,num_epochs_trained
0,3,0.8596491228070176,0.8015037593984963,0.7508584114918957,0.7712928749091579,0.8769179029360024,0.07029356938184286,0.9987468671679198,0.9985119047619048,0.9990384615384615,0.9987720357748828,0.9999973270512352,0.007594785058435403,17
0,4,0.8621553884711779,0.8217475117038435,0.7308115633907489,0.7617781155015197,0.8774141353326874,0.06943915266423849,1.0,1.0,1.0,1.0,1.0,0.002978382265899634,24
0,5,0.8715538847117794,0.8349133146778808,0.7519190788421557,0.781979853227222,0.8838957300495762,0.06338343820055536,0.9987468671679198,0.9990421455938697,0.9985029940119761,0.998769402800113,0.9999955398050242,0.003598958721377681,17
p1,1,0.8540100250626567,0.7974186307519641,0.7299719663973058,0.7548647289271986,0.8675083018974422,0.0865110556861309,1.0,1.0,1.0,1.0,1.0,0.0014026593962621606,44
p1,2,0.8677944862155389,0.8418265669181249,0.7311431689259744,0.7665655770943738,0.8822706277457408,0.0531045917568832,0.9993734335839599,0.9992537313432835,0.9995192307692308,0.9993856919453712,0.9999989600798942,0.0015359472159159103,20
p1,3,0.8634085213032582,0.8199261806047122,0.7380974779164824,0.7672006102212052,0.8816379902352753,0.0696388953359411,0.9987468671679198,0.9986162258676488,0.9990384615384615,0.9988254310493141,1.0,0.002366513573634694,19
p1,4,0.868421052631579,0.8338192419825072,0.7412771281549562,0.7732433054138532,0.8846365509261436,0.061296851990969764,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,1.0,0.0015106602477979437,26
p1,5,0.8652882205513784,0.8411725772743459,0.7230623418406223,0.7593241380761502,0.8921247213102418,0.05704706686909215,1.0,1.0,1.0,1.0,1.0,0.0016619031995254619,21
p2,1,0.8508771929824561,0.8189736346516008,0.6912023405236075,0.7257676524692231,0.8632327071241098,0.07782394620164233,1.0,1.0,1.0,1.0,1.0,0.000527291265548535,17
p2,2,0.8659147869674185,0.8224465043749458,0.7450964713408152,0.7733339704383282,0.875175210016839,0.05676546410178652,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,0.9999991063768945,0.0020758850553303596,22
p2,3,0.8590225563909775,0.8304429073155599,0.7104331097543768,0.7458582538742284,0.8656315556768045,0.07140141816313887,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,0.9999953935080238,0.0013476447326399908,18
p2,4,0.8615288220551378,0.8208983957219251,0.7293322734499206,0.7603582437576732,0.8664946707933134,0.0780908533075905,1.0,1.0,1.0,1.0,1.0,0.00030644757144297226,28
p2,5,0.8696741854636592,0.8384976215644819,0.7409902070535554,0.7741363966656053,0.8827245275209075,0.08560292041416802,1.0,1.0,1.0,1.0,1.0,0.0013999726759822966,18
p3,1,0.8596491228070176,0.825409905341447,0.717321568000301,0.7510937826359396,0.8703328284776249,0.08802386327253091,0.9993734335839599,0.9992537313432835,0.9995192307692308,0.9993856919453712,1.0,0.0006102407275097925,19
p3,2,0.8508771929824561,0.7905149051490514,0.7269028513372404,0.7506040423565006,0.857085069754753,0.10246058988839447,0.9993734335839599,0.9992537313432835,0.9995192307692308,0.9993856919453712,1.0,0.0009361078642729174,17
p3,3,0.8477443609022557,0.7842561441523636,0.722751902616156,0.7457023988669558,0.8581104599204147,0.10451263135677262,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,1.0,0.0005081142068083608,17
p3,4,0.8527568922305765,0.7981525856558526,0.7226860518715722,0.7493904480248779,0.8489125219894451,0.07814384111192108,1.0,1.0,1.0,1.0,1.0,0.00013616054110244895,25
p3,5,0.8652882205513784,0.8177852540343273,0.7490263497050828,0.7750041800674712,0.8782161033292257,0.08544758889115839,1.0,1.0,1.0,1.0,1.0,0.0005588734265227431,19
p4,1,0.850250626566416,0.7937728937728938,0.7178507257692778,0.7444239045298218,0.8578423533174665,0.08790579307115304,1.0,1.0,1.0,1.0,1.0,0.0001513122690232064,20
p4,2,0.8577694235588973,0.8089577089577089,0.7291112030931035,0.7572561771057302,0.8650812315970685,0.0705001663715824,1.0,1.0,1.0,1.0,1.0,6.580534740222772e-05,21
p4,3,0.8634085213032582,0.8138460802144156,0.7467521472046359,0.7721666199555239,0.8717838966707745,0.07891323197076738,1.0,1.0,1.0,1.0,1.0,0.000431978977143287,20
p4,4,0.8571428571428571,0.8177302704500111,0.7157317428810641,0.7481248909820339,0.8726940480334145,0.05943900467730766,1.0,1.0,1.0,1.0,1.0,4.665887209420854e-05,22
p4,5,0.8527568922305765,0.7988344988344989,0.7216042182105531,0.7487013287217912,0.8720049670275916,0.10746780019254568,0.9993734335839599,0.9992537313432835,0.9995192307692308,0.9993856919453712,1.0,0.0005419154347969353,18
