Model,Scale,Cluster,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,class_Acc_class_0,class_Acc_class_1,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,stain_Acc_class_0,stain_Acc_class_1,stain_Acc_class_2,num_epochs_trained
Resnet101,-0.05,3,4,0.8859649122807017,0.8375617283950617,0.8086612543626118,0.82173638744805,0.9111696973687924,0.055447644415186494,0.9427662957074722,0.6745562130177515,0.33771929824561403,0.3404891656547167,0.32499524895344317,0.2880235098507387,0.4882764941432818,1.098052926387775,0.33087330873308735,0.3490304709141274,0.29508196721311475,16
Resnet101,-0.05,3,5,0.8884711779448622,0.8502214075112913,0.7983509092106377,0.8200790393676851,0.9170986161936386,0.04714713210921936,0.9546899841017488,0.6420118343195266,0.3333333333333333,0.3342078957627179,0.32129839758049733,0.28385504657526,0.5055367671985069,1.098007503593871,0.3419434194341943,0.3268698060941828,0.29508196721311475,15
Resnet101,-0.1,3,1,0.8872180451127819,0.8472826086956522,0.7975559966510193,0.8185094118865974,0.9122962154636362,0.0494065069965205,0.9531001589825119,0.6420118343195266,0.3132832080200501,0.314349262502755,0.2873402422775874,0.2651509293057705,0.4645621151144646,1.0979837702847353,0.32226322263222634,0.31024930747922436,0.22950819672131148,18
Resnet101,-0.1,3,2,0.881578947368421,0.8241532183579909,0.8177792306751582,0.8208950970059525,0.9104947272368086,0.0523534137281386,0.9284578696343402,0.7071005917159763,0.33771929824561403,0.3288618936711696,0.3154547359923443,0.28412538873842724,0.4838095044561875,1.0980362835225719,0.3198031980319803,0.36426592797783935,0.26229508196721313,17
Resnet101,-0.1,3,3,0.8859649122807017,0.8488721804511279,0.7902700821252857,0.8141754608636909,0.9116118380824264,0.05353111679194626,0.9562798092209857,0.6242603550295858,0.3302005012531328,0.35036943367884166,0.3746925923462041,0.291443675787131,0.5553829937033328,1.0979954943665005,0.32595325953259535,0.32271468144044324,0.47540983606557374,12
Resnet101,-0.1,3,4,0.893483709273183,0.8511226611226611,0.8177580643643991,0.8327015141462548,0.9114636739071127,0.05726882909557055,0.9491255961844197,0.6863905325443787,0.33521303258145363,0.33237915027652204,0.3079850965622866,0.282476649464133,0.48508278280930256,1.0979437024155208,0.33456334563345635,0.34349030470914127,0.2459016393442623,15
Resnet101,-0.1,3,5,0.8790726817042607,0.8333700364737457,0.7848162293863651,0.8051598840427168,0.9055041815222811,0.048658024423894386,0.9483306836248012,0.621301775147929,0.33270676691729323,0.337306651402619,0.3598255915804696,0.2872955390175034,0.5134104566174901,1.098053836989202,0.36654366543665434,0.2867036011080332,0.4262295081967213,18
Resnet101,-0.2,3,1,0.8834586466165414,0.8356584586940079,0.8005804272772599,0.8160811865729899,0.9175972004026303,0.04946808037421704,0.9443561208267091,0.6568047337278107,0.325187969924812,0.34014700317084495,0.3312351274368745,0.2823101850514666,0.48399936814710715,1.0980498638497007,0.3198031980319803,0.3296398891966759,0.3442622950819672,16
Resnet101,-0.2,3,2,0.8941102756892231,0.8505971087366436,0.821401021627266,0.8346638126184972,0.9131852005155172,0.04773502859708161,0.9475357710651828,0.6952662721893491,0.32205513784461154,0.3279407279407279,0.30380937023120747,0.27431539854206727,0.4934463240910964,1.0979518759545657,0.32226322263222634,0.3268698060941828,0.26229508196721313,18
Resnet101,-0.2,3,3,0.8978696741854637,0.8573850640660335,0.8259494266281597,0.840158276166104,0.9230016650831131,0.07095631333296654,0.9507154213036566,0.7011834319526628,0.33521303258145363,0.3489367794817559,0.343314757565177,0.29093219704889933,0.5023097901835184,1.0980009924585223,0.32718327183271834,0.34210526315789475,0.36065573770491804,11
Resnet101,-0.2,3,4,0.8922305764411027,0.843944076234387,0.8256178210929341,0.834239891792667,0.9253958100111946,0.06490594845303198,0.9411764705882353,0.7100591715976331,0.3308270676691729,0.3175394474336497,0.3235857888754629,0.27575894597049727,0.5040148111271193,1.0980175148012918,0.24354243542435425,0.43213296398891965,0.29508196721311475,13
Resnet101,-0.2,3,5,0.8847117794486216,0.8377542230439533,0.8024571734978976,0.8180588082227427,0.9134109744969473,0.05667072295011068,0.9451510333863276,0.6597633136094675,0.3333333333333333,0.32238758145260993,0.29561260237278814,0.2772793413580729,0.48178664782814185,1.0980498141734636,0.35793357933579334,0.3157894736842105,0.21311475409836064,14
Resnet101,-0.3,3,1,0.8947368421052632,0.857346058055651,0.8131438086189218,0.8322669435860223,0.9225407098710267,0.04874117791006387,0.9546899841017488,0.6715976331360947,0.32644110275689225,0.32905902443859114,0.3120956106250586,0.27807073279292605,0.47862309205933595,1.098038267664786,0.3210332103321033,0.3365650969529086,0.2786885245901639,21
Resnet101,-0.3,3,2,0.8847117794486216,0.8307356974921629,0.817602844752166,0.8238761356194059,0.9171644669382227,0.05776618034329983,0.9340222575516693,0.7011834319526628,0.33771929824561403,0.3448323420910879,0.3497508686544111,0.29184816355652665,0.5122434523893199,1.0979803124633876,0.3370233702337023,0.33518005540166207,0.3770491803278688,17
Resnet101,-0.3,3,3,0.8778195488721805,0.829315454041108,0.7861849841487851,0.8045943741614014,0.9168869530860481,0.05914910847494136,0.9451510333863276,0.6272189349112426,0.30451127819548873,0.3288543997774046,0.3017147391400348,0.26574804986812456,0.489762650240569,1.0979745167716901,0.3025830258302583,0.3074792243767313,0.29508196721311475,11
Resnet101,-0.3,3,4,0.8909774436090225,0.850226872364277,0.8085954036180281,0.8266984184040258,0.9064072774480014,0.05963768661778472,0.951510333863275,0.665680473372781,0.31892230576441105,0.31938951130695387,0.3114032155261837,0.27196594130449975,0.48037997534500537,1.0979827391292307,0.3247232472324723,0.314404432132964,0.29508196721311475,16
Resnet101,-0.3,3,5,0.8916040100250626,0.8459220632040002,0.8187293628470099,0.8311463309179172,0.9128606504172114,0.04504501013341037,0.9451510333863276,0.6923076923076923,0.37280701754385964,0.35355102843158837,0.358064432104291,0.3121212379956211,0.5057528739879317,1.098030882041778,0.3972939729397294,0.3490304709141274,0.32786885245901637,21
Resnet101,-0.4,3,1,0.8941102756892231,0.8774046244022163,0.7878641781356713,0.8212392840929049,0.9127148380542045,0.04667024091847734,0.9721780604133545,0.6035502958579881,0.3308270676691729,0.3290933204726308,0.32084693877228043,0.28126924654133684,0.49023643406009015,1.097992140473436,0.3087330873308733,0.3587257617728532,0.29508196721311475,16
Resnet101,-0.4,3,2,0.8803258145363408,0.822590206837718,0.8148206507935014,0.8185991294024535,0.9131875523278238,0.051157031437424214,0.9284578696343402,0.7011834319526628,0.33395989974937346,0.33597507116822306,0.3575031504367993,0.2888309543553418,0.506665221107259,1.098014638831985,0.3247232472324723,0.3379501385041551,0.4098360655737705,20
Resnet101,-0.4,3,3,0.8884711779448622,0.8466377533493645,0.8037600775157336,0.8222828330851902,0.919085897592685,0.05692630115595301,0.9507154213036566,0.6568047337278107,0.3302005012531328,0.33666523114784175,0.3105346867918523,0.2812770231650886,0.47988044722624884,1.097999021262968,0.3050430504305043,0.36426592797783935,0.26229508196721313,12
Resnet101,-0.4,3,4,0.893483709273183,0.8606837606837607,0.8036942267711498,0.8273026315789473,0.918067562863943,0.053268679373385704,0.9594594594594594,0.6479289940828402,0.33709273182957394,0.3216600325938623,0.3302598386321723,0.2841352716072662,0.4851625944754852,1.098060553009447,0.31365313653136534,0.3656509695290859,0.3114754098360656,17
Resnet101,-0.4,3,5,0.8872180451127819,0.8465628104496676,0.7986378303120385,0.8189582156973461,0.9063367230788046,0.053446335977232605,0.9523052464228935,0.6449704142011834,0.35651629072681706,0.34869730303355945,0.33672693136722015,0.30022037786808736,0.5267183256622215,1.0980081930853216,0.3813038130381304,0.3337950138504155,0.29508196721311475,15
Resnet101,-0.5,3,1,0.8865914786967418,0.8383137290114034,0.8101405443034402,0.8229239649937752,0.9112755289225878,0.05603819305575203,0.9427662957074722,0.6775147928994083,0.33646616541353386,0.32745208761715255,0.31906908756204405,0.2836398873585913,0.46737415261104664,1.0979714391846624,0.33087330873308735,0.3476454293628809,0.2786885245901639,15
Resnet101,-0.5,3,2,0.8890977443609023,0.8418483379660472,0.8149758704057346,0.8272421998408749,0.908554482083894,0.06085034731033593,0.9435612082670907,0.6863905325443787,0.31892230576441105,0.3246357468579691,0.32630826376380556,0.27487345864829305,0.5011158160270658,1.097931633506112,0.32718327183271834,0.3074792243767313,0.3442622950819672,16
Resnet101,-0.5,3,3,0.8903508771929824,0.8563463278125819,0.7973796107280271,0.8215489398678069,0.9083451707886097,0.05289376268630172,0.958664546899841,0.636094674556213,0.3383458646616541,0.3481535009929109,0.3408270654615179,0.2920506656301623,0.4980415231703055,1.0979792453104278,0.32226322263222634,0.3559556786703601,0.3442622950819672,16
Resnet101,-0.5,3,4,0.8897243107769424,0.8443035749371774,0.8132096593635055,0.8272064251336109,0.9151936482253225,0.04857777893300652,0.9459459459459459,0.6804733727810651,0.35150375939849626,0.35550554809890333,0.34087849052506236,0.2999925160520797,0.5114329618121682,1.0979828052954488,0.31365313653136534,0.3975069252077562,0.3114754098360656,18
Resnet101,-0.5,3,5,0.8953634085213033,0.8539086010217649,0.8211141005258652,0.8358484813958287,0.9124138060789646,0.05582378363114902,0.9499205087440381,0.6923076923076923,0.34210526315789475,0.34474057111972517,0.3478764790826692,0.2940669756178292,0.5272024631807715,1.0979976607004325,0.33948339483394835,0.34349030470914127,0.36065573770491804,17
Resnet101,-0.6,3,1,0.893483709273183,0.8660791879584246,0.7972032248050347,0.8246398692878047,0.9125596184419713,0.048224736792758155,0.9642289348171701,0.6301775147928994,0.32957393483709274,0.31841037381367576,0.292532460768048,0.2735883482356606,0.47113705799166805,1.0980914630779042,0.36531365313653136,0.29916897506925205,0.21311475409836064,16
Resnet101,-0.6,3,2,0.8916040100250626,0.855336866010598,0.8035836915927413,0.825350569634145,0.9086579618253826,0.0489591762446363,0.9562798092209857,0.650887573964497,0.33145363408521306,0.3259046824986104,0.2953127655794064,0.277531238123783,0.47587234887210866,1.098019813866886,0.33210332103321033,0.3407202216066482,0.21311475409836064,15
Resnet101,-0.6,3,3,0.8840852130325815,0.8369988545246276,0.8009778835570691,0.8168506575474512,0.9125196376327598,0.05518036761153137,0.9451510333863276,0.6568047337278107,0.34398496240601506,0.3438271126969967,0.33884250858311676,0.29360465688395776,0.5214172997879132,1.097930232858648,0.34932349323493234,0.33933518005540164,0.32786885245901637,16
Resnet101,-0.6,3,4,0.8878446115288221,0.8382367362949887,0.8163446251681545,0.8265022485523331,0.911501302904018,0.05086322224634426,0.9403815580286169,0.6923076923076923,0.33270676691729323,0.3547580563693302,0.32140515765086813,0.2882919270155662,0.5113890595864985,1.0979382843274363,0.3284132841328413,0.3407202216066482,0.29508196721311475,17
Resnet101,-0.6,3,5,0.8853383458646616,0.8397066103996844,0.8017727961166876,0.81839447102605,0.9092129895297316,0.05484146062681807,0.9467408585055644,0.6568047337278107,0.33395989974937346,0.3280818985319964,0.31732571832779766,0.2824337349154718,0.4894108068339162,1.0980660248232423,0.3284132841328413,0.3448753462603878,0.2786885245901639,14
Resnet101,-0.7,3,1,0.8872180451127819,0.852787346784623,0.789983161023885,0.8152777777777778,0.9117176696362216,0.04968623791290118,0.958664546899841,0.621301775147929,0.3408521303258145,0.3280533777376905,0.3407100836822818,0.2880132135274026,0.48755891207717106,1.0980206001609834,0.36900369003690037,0.30886426592797783,0.3442622950819672,15
Resnet101,-0.7,3,2,0.8853383458646616,0.832364845366673,0.8169184673709561,0.8242391235666336,0.9155040874497888,0.04857172928148967,0.9356120826709062,0.6982248520710059,0.34147869674185466,0.3147996054512148,0.296404943069457,0.27901688517589956,0.48857297407580497,1.0980875713968343,0.3628536285362854,0.3296398891966759,0.19672131147540983,18
Resnet101,-0.7,3,3,0.881578947368421,0.8413549182767958,0.7831605535225445,0.8067830027152765,0.9027854864958937,0.05646509556622469,0.9538950715421304,0.6124260355029586,0.31453634085213034,0.3247006847895783,0.3504676171142984,0.2744157299464645,0.49088681228455644,1.0980671587104396,0.27060270602706027,0.3545706371191136,0.4262295081967213,15
Resnet101,-0.7,3,4,0.8890977443609023,0.8460445882299993,0.8074030347786003,0.8243487506645402,0.9190247504727143,0.0459997774110797,0.9491255961844197,0.665680473372781,0.33208020050125314,0.33519082537672135,0.3705580693698041,0.28908889700781687,0.5025630677707883,1.0979885012324853,0.33825338253382536,0.314404432132964,0.45901639344262296,21
Resnet101,-0.7,3,5,0.893483709273183,0.8537844036697247,0.8134307297203225,0.8310917652566494,0.9115506909624557,0.037721178702156084,0.9523052464228935,0.6745562130177515,0.34210526315789475,0.32504483339045026,0.32141553761934244,0.28528539835984623,0.4913907727381495,1.098058100994441,0.37392373923739236,0.31163434903047094,0.2786885245901639,22
Resnet101,-0.8,3,1,0.8916040100250626,0.8489584288292441,0.813320194541914,0.8291401375378947,0.917846492507126,0.0499009048794926,0.9491255961844197,0.6775147928994083,0.3276942355889724,0.3193281967887418,0.3184868597698283,0.2773562899132797,0.46578046045252175,1.0980309134588806,0.30996309963099633,0.35041551246537395,0.29508196721311475,16
Resnet101,-0.8,3,2,0.8922305764411027,0.8537841251335859,0.8083084825166273,0.8278533085837556,0.9129076866633428,0.05567548863819515,0.9538950715421304,0.6627218934911243,0.3283208020050125,0.32422139610373885,0.31384238709559337,0.2779052388631243,0.4847169292002676,1.0979978990998474,0.3124231242312423,0.35041551246537395,0.2786885245901639,15
Resnet101,-0.8,3,3,0.8909774436090225,0.850921075231879,0.8075135699570088,0.8262764772855231,0.9227500211663109,0.061603543206099995,0.9523052464228935,0.6627218934911243,0.32957393483709274,0.3300826176812252,0.3237894969204449,0.28120513951390974,0.5164799503000727,1.0979538004726028,0.33579335793357934,0.32409972299168976,0.3114754098360656,16
Resnet101,-0.8,3,4,0.8865914786967418,0.8377746127280941,0.8112223779644594,0.8233380687638325,0.9206921853980679,0.05018764878641357,0.9419713831478538,0.6804733727810651,0.34711779448621555,0.3502379009380805,0.31185757886369564,0.29338113687473877,0.4981155578811139,1.0979578013710376,0.33210332103321033,0.3739612188365651,0.22950819672131148,18
Resnet101,-0.8,3,5,0.8972431077694235,0.8594180704441041,0.8201428020432545,0.8374454723411866,0.9176066076518564,0.0506070492576711,0.9538950715421304,0.6863905325443787,0.3483709273182957,0.34518851685268476,0.3770938747033354,0.300877416044558,0.5175457406206864,1.0979732843291203,0.34932349323493234,0.33933518005540164,0.4426229508196721,16
Resnet101,-0.9,3,1,0.8859649122807017,0.8443848866278753,0.7967610840914008,0.8169466403162056,0.9145045672194994,0.048331173744296956,0.951510333863275,0.6420118343195266,0.3176691729323308,0.32116980272519735,0.3101697959897723,0.27144120247568526,0.4658181210231703,1.0979967530303256,0.33210332103321033,0.3033240997229917,0.29508196721311475,18
Resnet101,-0.9,3,2,0.8840852130325815,0.8291437549096622,0.818287222133376,0.8235136949332065,0.9027643201851346,0.05265884271480512,0.9324324324324325,0.7041420118343196,0.31641604010025065,0.3244477825375026,0.3091430821215256,0.27135351956883663,0.4665783142512749,1.098059960605281,0.33456334563345635,0.29778393351800553,0.29508196721311475,18
Resnet101,-0.9,3,3,0.8822055137844611,0.82808509792621,0.8106038513278332,0.8188203468431476,0.9158333411727076,0.06590164327108856,0.9348171701112877,0.6863905325443787,0.33395989974937346,0.3271569647337982,0.31722236549371535,0.28177707996605866,0.46916245617647484,1.0979541596459943,0.33087330873308735,0.34210526315789475,0.2786885245901639,14
Resnet101,-0.9,3,4,0.8928571428571429,0.8441741502504667,0.8281789446947818,0.8357644269393134,0.9088602176837471,0.05187506788983578,0.9403815580286169,0.7159763313609467,0.3533834586466165,0.3463697255427441,0.38063228958886924,0.30433893717505495,0.5167327130334307,1.0980287332844016,0.35301353013530135,0.3462603878116344,0.4426229508196721,18
Resnet101,-0.9,3,5,0.899749373433584,0.86513639032723,0.8217326271624914,0.8406422238197939,0.9145210299056453,0.047121816620081865,0.9570747217806042,0.6863905325443787,0.36215538847117795,0.3440941993692522,0.3102968132900983,0.2979543394292445,0.49117239578775895,1.0980242970413487,0.3948339483394834,0.33933518005540164,0.19672131147540983,20
Resnet101,-1.0,3,1,0.8953634085213033,0.8619269148716537,0.8092139302546543,0.8314077753115736,0.9167858251568658,0.04237151963423642,0.958664546899841,0.6597633136094675,0.2951127819548872,0.3149689227634818,0.3014976535033958,0.2578444928492883,0.470856540899338,1.0980263344999648,0.26199261992619927,0.33102493074792244,0.3114754098360656,16
Resnet101,-1.0,3,2,0.8966165413533834,0.854691568645057,0.8251545140685412,0.8385770951600713,0.9120539787960603,0.0452786576736249,0.9491255961844197,0.7011834319526628,0.34147869674185466,0.3473054151285695,0.373048917356255,0.2969236826861927,0.4974311664123487,1.0979939773216425,0.3247232472324723,0.3518005540166205,0.4426229508196721,19
Resnet101,-1.0,3,3,0.8947368421052632,0.8538512179065174,0.8185529769240176,0.8342761075949368,0.9161484840217871,0.04831796936943549,0.9507154213036566,0.6863905325443787,0.35964912280701755,0.36006732135938607,0.3807630585728681,0.3102634603383542,0.5418034537524766,1.0980511671172581,0.34071340713407133,0.37534626038781166,0.4262295081967213,17
Resnet101,-1.0,3,4,0.8959899749373433,0.8610182370820669,0.812856887517521,0.8334502606347267,0.908246394671734,0.047073573400888954,0.9570747217806042,0.6686390532544378,0.32456140350877194,0.33961919045862227,0.3358279236940682,0.2823748891030852,0.5224259513757298,1.0979642191767387,0.31857318573185733,0.32825484764542934,0.36065573770491804,19
Resnet101,-1.0,3,5,0.8847117794486216,0.8339565283477732,0.8100300091250318,0.8210361067503924,0.9188601236112548,0.06321816855736014,0.9395866454689984,0.6804733727810651,0.32205513784461154,0.3241533396432334,0.32799654934472233,0.27619436276297243,0.4930511712985625,1.0979460411726736,0.3419434194341943,0.29778393351800553,0.3442622950819672,16
Resnet101,-1.1,3,1,0.8903508771929824,0.8516382132738956,0.8038706126941422,0.8242041824676245,0.9214283026500221,0.045022327368836865,0.9538950715421304,0.6538461538461539,0.3333333333333333,0.33500795176572495,0.29633607221136465,0.28103935502855476,0.4847696157529741,1.0980157761065035,0.34071340713407133,0.33518005540166207,0.21311475409836064,21
Resnet101,-1.1,3,2,0.8959899749373433,0.8468624704120574,0.8377390617209621,0.8421677215189873,0.9228699635939455,0.06155877436779774,0.93879173290938,0.7366863905325444,0.3308270676691729,0.34535989989710497,0.34503411788579536,0.28765625633451397,0.5063161363401145,1.0980310498487076,0.3284132841328413,0.3296398891966759,0.3770491803278688,15
Resnet101,-1.1,3,3,0.8903508771929824,0.8427827040631957,0.8190162839484106,0.8299869431433241,0.9210190873086801,0.05531612273369428,0.9427662957074722,0.6952662721893491,0.3308270676691729,0.32743192867570975,0.324351123035321,0.2811231584632217,0.4915183489239847,1.0980092889752113,0.34440344403444034,0.3171745152354571,0.3114754098360656,17
Resnet101,-1.1,3,4,0.8922305764411027,0.8496818082071538,0.8147994844827424,0.8303303006329115,0.9163084072586335,0.043859491434955294,0.9491255961844197,0.6804733727810651,0.32644110275689225,0.33234213305250193,0.3384015228372619,0.2812793284349956,0.5216462556796704,1.0981225394823921,0.2902829028290283,0.36426592797783935,0.36065573770491804,22
Resnet101,-1.1,3,5,0.8859649122807017,0.841707147814018,0.8010884187354775,0.8187305295950156,0.9090224927328998,0.040697199776473694,0.9483306836248012,0.6538461538461539,0.34899749373433586,0.3401767401017222,0.3583195000470962,0.2980001022042134,0.5240637063400578,1.0979923933898812,0.33087330873308735,0.3670360110803324,0.3770491803278688,19
Resnet101,-1.2,3,1,0.8884711779448622,0.8568324816630166,0.7896962399224843,0.8163876278425249,0.920889737631819,0.05693902479309536,0.9610492845786963,0.6183431952662722,0.31704260651629074,0.32196672211384275,0.3310112273276586,0.2740357118770254,0.48384592398837617,1.0980892850182455,0.3013530135301353,0.33102493074792244,0.36065573770491804,16
Resnet101,-1.2,3,2,0.8878446115288221,0.8333317411604553,0.8282447954393656,0.8307445936842928,0.9092882475235416,0.048973399120592974,0.931637519872814,0.7248520710059172,0.3082706766917293,0.3190618439051833,0.3346049772200188,0.2687555330619286,0.49109216855027876,1.0979968545462266,0.3001230012300123,0.31024930747922436,0.39344262295081966,19
Resnet101,-1.2,3,3,0.881578947368421,0.8345537757437071,0.7939788901327363,0.8115298655971589,0.9188601236112549,0.07200112645263265,0.9459459459459459,0.6420118343195266,0.33145363408521306,0.34619400540748185,0.36122766931315836,0.2898260871045725,0.5358580065377447,1.097982064079303,0.3111931119311193,0.3462603878116344,0.4262295081967213,10
Resnet101,-1.2,3,4,0.8872180451127819,0.8396141975308642,0.8105380005832494,0.8236953282453241,0.9052055013593474,0.04491899546852436,0.9435612082670907,0.6775147928994083,0.3383458646616541,0.3340752265122842,0.350419254839658,0.2900038684236798,0.5028544327327765,1.097878903645562,0.33210332103321033,0.34210526315789475,0.3770491803278688,18
Resnet101,-1.2,3,5,0.8822055137844611,0.8347190366972477,0.7965400137345839,0.8132073639308828,0.9138507633982746,0.04749099338991766,0.9451510333863276,0.6479289940828402,0.32456140350877194,0.33531322246387,0.30632788572107145,0.2781315883025804,0.49328536721716826,1.0980394579705612,0.3062730627306273,0.35041551246537395,0.26229508196721313,17
Resnet101,-1.3,3,1,0.8828320802005013,0.8316640248711646,0.8055921393025465,0.817481872148269,0.910196047073875,0.051184081692326515,0.9395866454689984,0.6715976331360947,0.32142857142857145,0.32762621296203726,0.2943239409234381,0.27348427195272773,0.4744632817974099,1.0980833836941202,0.2988929889298893,0.3545706371191136,0.22950819672131148,19
Resnet101,-1.3,3,2,0.8872180451127819,0.8458586626139817,0.7997196639730576,0.8194038970738,0.9081570258040846,0.04464702158079389,0.951510333863275,0.6479289940828402,0.30639097744360905,0.311533611407508,0.293145856393853,0.26166745263027513,0.46329069256899613,1.0980513093801412,0.3013530135301353,0.3157894736842105,0.26229508196721313,21
Resnet101,-1.3,3,3,0.8828320802005013,0.826814743085396,0.8174923095737576,0.8220032241384554,0.9176842174579731,0.06482686032681363,0.9308426073131956,0.7041420118343196,0.31140350877192985,0.3179847129196807,0.3250474280774777,0.2683518696924135,0.4830361250556829,1.0979851249633195,0.34440344403444034,0.27008310249307477,0.36065573770491804,10
Resnet101,-1.3,3,4,0.8809523809523809,0.8344020207908287,0.7914177665308888,0.8098379571564742,0.9112331963010697,0.05673223552836154,0.9467408585055644,0.636094674556213,0.34711779448621555,0.3382007561162208,0.3402207356617865,0.2935254030910999,0.5277374149308858,1.0980520384444012,0.3714637146371464,0.32132963988919666,0.32786885245901637,14
Resnet101,-1.3,3,5,0.8916040100250626,0.8538099786905724,0.8057473589147797,0.8262132775251373,0.907933603634961,0.05948599309074278,0.9546899841017488,0.6568047337278107,0.3302005012531328,0.33109994014410227,0.3246645887738565,0.28185153969420035,0.4909832843467279,1.0979269413319481,0.32595325953259535,0.3365650969529086,0.3114754098360656,16
Resnet101,-1.4,3,1,0.8872180451127819,0.8407536382536382,0.8083743332612111,0.8228604267430933,0.9118893519346006,0.05887274443815006,0.9451510333863276,0.6715976331360947,0.30701754385964913,0.3114807422281274,0.3191899792845619,0.2651007199254026,0.48752573835873037,1.0979384783916748,0.2878228782287823,0.3254847645429363,0.3442622950819672,15
Resnet101,-1.4,3,2,0.8928571428571429,0.8451948433558527,0.8260152773727434,0.8350154244582397,0.9225124881233477,0.0486460607515965,0.9419713831478538,0.7100591715976331,0.32393483709273185,0.3215302825429408,0.3197894015178288,0.2759677131891471,0.4870802948474275,1.0980058573013547,0.33210332103321033,0.3157894736842105,0.3114754098360656,18
Resnet101,-1.4,3,3,0.8809523809523809,0.8252723890512889,0.810890772429234,0.8177223590059244,0.9119222773068928,0.050734402141168984,0.9324324324324325,0.6893491124260355,0.33771929824561403,0.33678130572445136,0.34026203211035333,0.2888370888370888,0.48974555359066047,1.0979451424313045,0.3247232472324723,0.3518005540166205,0.3442622950819672,18
Resnet101,-1.4,3,4,0.8853383458646616,0.8328129065833985,0.8158366337099369,0.8238396783530674,0.9106029106029105,0.047112083465029576,0.9364069952305246,0.6952662721893491,0.3308270676691729,0.3473926545380461,0.3557631884388414,0.28949284554757293,0.5244538405453213,1.0979887215018287,0.3111931119311193,0.3462603878116344,0.4098360655737705,21
Resnet101,-1.4,3,5,0.8916040100250626,0.850947474333414,0.8100746935588564,0.8279030775223997,0.9076349234720276,0.041408812514074016,0.951510333863275,0.6686390532544378,0.30451127819548873,0.30944042717630915,0.29619517461238826,0.26045553804200133,0.45831800762784586,1.0980874700145555,0.3148831488314883,0.2950138504155125,0.2786885245901639,20
Resnet101,-1.5,3,1,0.8890977443609023,0.8524862493907958,0.7976665318294278,0.8204173174736673,0.912023405236075,0.04959538853196303,0.9562798092209857,0.6390532544378699,0.3208020050125313,0.31174188813333964,0.33780225886360404,0.2747244595659885,0.48059148503463095,1.0979827478666657,0.3247232472324723,0.31163434903047094,0.3770491803278688,18
Resnet101,-1.5,3,2,0.8947368421052632,0.8513158029417485,0.8228803115680944,0.8358346394984326,0.9110309404427052,0.05219739686126551,0.9475357710651828,0.6982248520710059,0.33646616541353386,0.3332963450588024,0.32412356433632,0.28582769466184343,0.49255783191078856,1.098013207085343,0.3296432964329643,0.3476454293628809,0.29508196721311475,18
Resnet101,-1.5,3,3,0.8953634085213033,0.8486338797814208,0.8308506034750378,0.8392416736883184,0.9214800425207664,0.051139057607945085,0.9427662957074722,0.7189349112426036,0.3408521303258145,0.336311259228518,0.33122124713822404,0.28909563958375045,0.4924372990317951,1.0980236817231164,0.35670356703567035,0.3254847645429363,0.3114754098360656,15
Resnet101,-1.5,3,4,0.8878446115288221,0.8387495798828979,0.8152627915071353,0.8261009304151715,0.9172961684273903,0.061751523182620234,0.9411764705882353,0.6893491124260355,0.33959899749373434,0.34347664184434623,0.3711471116345966,0.29509938895057314,0.5109745677330575,1.0980177584633088,0.3370233702337023,0.3337950138504155,0.4426229508196721,13
Resnet101,-1.5,3,5,0.8909774436090225,0.8451897192339581,0.8172500729061816,0.8299715909090909,0.9152007036622422,0.05084788694298809,0.9451510333863276,0.6893491124260355,0.3283208020050125,0.33163732594870315,0.3337502356904501,0.28212587245494586,0.4864332593187029,1.0979761078008983,0.3148831488314883,0.34210526315789475,0.3442622950819672,17
Resnet152,0.0,3,1,0.8884711779448622,0.8533834586466165,0.7940235745665609,0.8182595166688844,0.916397776126283,0.04178362330829317,0.9578696343402225,0.6301775147928994,0.5238095238095238,0.5586332783087348,0.39485848788827105,0.32691478986641265,0.695229516418526,1.0786555738149695,0.9790897908979089,0.04155124653739612,0.16393442622950818,19
Resnet152,0.0,3,2,0.9010025062656641,0.8556071257934612,0.8430823792814743,0.8491023983914979,0.9196691470447126,0.055777992838120516,0.9435612082670907,0.742603550295858,0.2349624060150376,0.3814843888287785,0.41563191414122036,0.2096992161989668,0.6174619975888754,1.0824284536768713,0.06273062730627306,0.3808864265927978,0.8032786885245902,17
Resnet152,0.0,3,3,0.8822055137844611,0.83245841995842,0.8008673483786606,0.8149875568205642,0.914382272979558,0.054618717314122454,0.9419713831478538,0.6597633136094675,0.39348370927318294,0.27906641394320625,0.26857338029808253,0.2160760276014513,0.3685393557840811,1.0560988666039526,0.7466174661746617,0.02631578947368421,0.03278688524590164,17
Resnet152,0.0,3,4,0.8916040100250626,0.8523476838034443,0.8079110262368181,0.8270640383166383,0.925393458198888,0.05132296847806427,0.9531001589825119,0.6627218934911243,0.48370927318295737,0.3730953133228015,0.33755546696741207,0.35261002365345684,0.49816912258380935,1.082588148712984,0.4489544895448955,0.5637119113573407,0.0,15
Resnet152,0.0,3,5,0.900375939849624,0.877261182143011,0.8091480795100705,0.8366193301987437,0.9216187994468537,0.0495407521033277,0.9674085850556439,0.650887573964497,0.5100250626566416,0.3181050999306141,0.3376190687114627,0.27659471509714795,0.428542869255947,1.0687080541723455,0.9089790897908979,0.1038781163434903,0.0,17
