Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,num_epochs_trained
p2,4,0.8552631578947368,0.8077679967091732,0.7199485423467323,0.7495147253756674,0.8728022313995165,0.10103960673460091,0.9993734335839599,0.9992537313432835,0.9995192307692308,0.9993856919453712,1.0,0.0007677400398701721,19
p2,5,0.8533834586466166,0.8280089628681178,0.6927921656428444,0.7286842204676816,0.8667322038362762,0.09183751393359796,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,1.0,0.0022568065658859714,18
p3,1,0.8546365914786967,0.8131731507997486,0.7108964167787697,0.7429580593566731,0.8717956557323073,0.12647904942401397,1.0,1.0,1.0,1.0,1.0,0.0008222957569584778,18
p3,2,0.8596491228070176,0.8073351400180668,0.7400400748817039,0.7652743928061182,0.8776399093141174,0.1273978980581678,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,0.9999991063768945,0.0011307577313980355,18
p3,3,0.8452380952380952,0.7867593582887701,0.7049345725816314,0.7321650959644583,0.8555093555093556,0.12040452022960904,1.0,1.0,1.0,1.0,1.0,0.00015390706122049629,19
p3,4,0.8602756892230576,0.8251739860811136,0.7198826916021486,0.7532896857442908,0.8633738158625037,0.11897492692620545,1.0,1.0,1.0,1.0,1.0,0.0004109213324422819,24
p3,5,0.8446115288220551,0.7821000606734756,0.7099462846069181,0.7351639969488939,0.8587548564924131,0.17467235780125195,1.0,1.0,1.0,1.0,1.0,0.00024345371893549453,16
p4,1,0.8358395989974937,0.7594541685859051,0.7119547323167232,0.7304352983344636,0.8452037139819946,0.17598320427099812,1.0,1.0,1.0,1.0,1.0,0.0003472825140999512,23
p4,2,0.8515037593984962,0.7943620122763386,0.722972972972973,0.7486321875363426,0.8739851929897178,0.1284210605999587,1.0,1.0,1.0,1.0,1.0,0.0003111998223732839,19
p4,3,0.8602756892230576,0.8148289532109008,0.7317828618733596,0.7608747795414461,0.8716263252462347,0.11747738867616042,1.0,1.0,1.0,1.0,1.0,0.00012291967867830088,20
p4,4,0.8602756892230576,0.8109708531309836,0.7371920301784556,0.7641204754598686,0.8774964487634171,0.08418164908131909,1.0,1.0,1.0,1.0,1.0,0.0003322202703300703,25
p4,5,0.8489974937343359,0.7856470030658037,0.726792316158832,0.7491232201058332,0.8758384210872899,0.11218338881267731,1.0,1.0,1.0,1.0,1.0,2.7552231339219282e-05,27
