Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,num_epochs_trained
n1,5,0.8671679197994987,0.8156395031395032,0.7610370551547022,0.78299362485409,0.8820636682627634,0.0494434724228454,0.2349624060150376,0.23938068957831804,0.2390793217792445,0.2338713256792793,0.49254198939922417,1.3845101221265816,17
n1_5,1,0.8634085213032582,0.8099953938277291,0.753243149170751,0.7757057062477598,0.8706644340128503,0.05465964376240381,0.24310776942355888,0.23949193961147622,0.2419306258740294,0.23867650180579528,0.49074593533588995,1.3843469603505922,16
n1_5,2,0.8715538847117794,0.8274393061372245,0.7616555817913284,0.7871572237932697,0.874173337974243,0.050372520337383424,0.2556390977443609,0.2558046159432313,0.2532459741340367,0.25160112098463366,0.4886962008088408,1.3843990679762808,16
n1_5,3,0.8677944862155389,0.8241174162583377,0.7506161748243196,0.7780105485134717,0.8809724273525178,0.04315611981780151,0.2669172932330827,0.26460342399616843,0.26203614812847964,0.26029100905128594,0.5089546182580679,1.3845439859565376,16
n1_5,4,0.8740601503759399,0.8460492065099174,0.7491815693173159,0.7826572113244593,0.8601353703163658,0.04000615137134673,0.22932330827067668,0.23317806440122862,0.23399627222304448,0.2285151121085748,0.48266083006894506,1.384385793802343,16
n1_5,5,0.8646616541353384,0.8068768996960487,0.7659382320015804,0.7832846764885599,0.8775223186987893,0.05285559350882801,0.23558897243107768,0.23801453832815578,0.23430644592031494,0.23251772721283093,0.47725941681911355,1.38431131273524,16
n2,1,0.8696741854636592,0.8257813247822341,0.756135878307824,0.7826176924346284,0.8723694979351087,0.053282775594661824,0.2531328320802005,0.25059721093054643,0.251294618796309,0.24854507390259512,0.4904770113959641,1.3843512327416694,16
n2,2,0.8709273182957393,0.831452802359882,0.7536852898843849,0.782396094492525,0.8909629260307993,0.04786860456124789,0.262531328320802,0.2618235278607567,0.2648577844311377,0.26014402267338055,0.5003357721966253,1.3844647372665544,16
n2,3,0.8652882205513784,0.8163761311630799,0.7511900170271211,0.776188764824706,0.8911040347691931,0.0483458166379599,0.2568922305764411,0.2538053069819807,0.254393878528271,0.25075969431948664,0.5004245698994585,1.3843961872837702,16
n2,4,0.8652882205513784,0.821615856782258,0.7436171813999868,0.7719659085245303,0.8663418029933865,0.044898303481507515,0.2161654135338346,0.22061090292537736,0.21959621168863974,0.21531707561675512,0.4701414466292588,1.384490981779785,16
n2,5,0.8696741854636592,0.822157333055237,0.7615450466129199,0.7854417224227257,0.8873035060817867,0.054348671328957765,0.2412280701754386,0.24502128547069754,0.24268663174762267,0.23914413363586662,0.47781409974556077,1.3843665377975398,16
n2_5,1,0.8665413533834586,0.8187399102474859,0.7530667632477587,0.7782707298030809,0.8825834187825137,0.05059854145935285,0.2556390977443609,0.2527671106855721,0.2546957690271868,0.2511332129847798,0.49719848101339725,1.384548251514845,16
n2_5,2,0.8784461152882206,0.8442865457367349,0.767109434530249,0.7961685823754789,0.8830396703699871,0.039956159344522325,0.25125313283208023,0.25230609918432084,0.24990553921643358,0.2476336268452948,0.4905555226525393,1.384650140082602,17
