Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
p2,2,0.8377192982456141,0.7627491497696844,0.7153107684781893,0.7338641919589597,0.8672496025437202,0.21001322144424645,1.0,1.0,1.0,1.0,1.0,0.0014213863459242642,0.993734335839599,0.9843059710321284,0.9553607919713002,0.9690132467804405,0.9998182834582416,0.010136756437062506,22
p2,3,0.8615288220551378,0.8279494162206154,0.7217594378227863,0.7555023343026379,0.8729997836332677,0.12320904166949966,1.0,1.0,1.0,1.0,1.0,0.0020633452314596148,0.9962406015037594,0.9868589443456005,0.977218715468568,0.9819502074688797,0.9998999089300219,0.008165508313299015,20
p2,4,0.8558897243107769,0.802694273585723,0.7300825015757142,0.7563869775739042,0.8680515705402584,0.14395674725122765,1.0,1.0,1.0,1.0,1.0,0.0015189103989017216,0.9987468671679198,0.9940738386086009,0.9940738386086009,0.9940738386086009,0.9999347271721062,0.007006542164706372,25
p2,5,0.8659147869674185,0.818620178041543,0.7505056396459111,0.7763470489471658,0.8846224400523043,0.12117821224484324,1.0,1.0,1.0,1.0,1.0,0.0008154238949210597,0.9968671679197995,0.9977074736359469,0.9726775956284154,0.9846047672134629,0.9999719111117767,0.005070917812045699,22
p3,1,0.8546365914786967,0.8015738544372906,0.7260420880330383,0.7529279880424918,0.8721554830152114,0.16447652975960464,1.0,1.0,1.0,1.0,1.0,0.0014645907559297758,0.9968671679197995,0.9977539522994068,0.9726775956284154,0.9846292993919206,0.99998008743372,0.0067906808949060975,21
p3,2,0.8364661654135338,0.7589104017675447,0.7199250242236668,0.7358539141948178,0.8609726154975024,0.3208652520618125,1.0,1.0,1.0,1.0,1.0,0.000462286484601776,0.9968671679197995,0.9977074736359469,0.9726775956284154,0.9846047672134629,0.9999754710341705,0.007133142416041133,17
p3,3,0.8521303258145363,0.7986111111111112,0.7190430946087054,0.7465841718719304,0.8667909991439403,0.1975059156600321,0.9993734335839599,0.9995201535508638,0.999251497005988,0.9993850337079299,1.0,0.0021609469671337615,0.9974937343358395,0.998211189245672,0.9781420765027322,0.9878046039183063,0.9999694076665389,0.005534611972738455,19
p3,4,0.8527568922305765,0.8135198092909003,0.703213045973227,0.7361510240978688,0.8742885767772646,0.16377393493741316,1.0,1.0,1.0,1.0,1.0,0.0009496444532105456,0.9968671679197995,0.9977074736359469,0.9726775956284154,0.9846047672134629,1.0,0.005506019631033384,44
p3,5,0.8571428571428571,0.8121366279069768,0.7222227448471792,0.7524187424988366,0.8694367879888242,0.12763008114351632,1.0,1.0,1.0,1.0,1.0,0.00042239014674377216,0.9987468671679198,0.9990791896869244,0.9890710382513661,0.9939834024896266,0.9999918236780568,0.002933428572761442,30
p4,1,0.8439849624060151,0.7784860130758984,0.7138761629711856,0.7373277097969697,0.862444850001411,0.21181656324387924,1.0,1.0,1.0,1.0,1.0,4.1387282196622334e-05,0.993734335839599,0.9955290360534499,0.9453551912568307,0.9679920475375021,0.9999749427955926,0.00453324154372781,21
p4,2,0.7994987468671679,0.6907090268886044,0.6120920781554267,0.6289698741438381,0.8002182481820491,0.43223733464464703,1.0,1.0,1.0,1.0,1.0,0.0006045735646709775,0.9949874686716792,0.9964347513427269,0.9562841530054644,0.9748193763801748,0.9999438222235536,0.0063786935070191605,17
p4,3,0.8032581453634086,0.6992587908290071,0.6274588197665121,0.6458646616541354,0.7983579646475574,0.4562530191198268,1.0,1.0,1.0,1.0,1.0,0.001041416859715428,1.0,1.0,1.0,1.0,1.0,0.004323414430984778,22
p4,4,0.8170426065162907,0.7331045527339282,0.6437756935494492,0.666651407120867,0.8174711432629984,0.41625947122094814,1.0,1.0,1.0,1.0,1.0,0.0008112295097982569,0.9968671679197995,0.9924621576841047,0.97768039598565,0.984867437799478,0.9998549391593343,0.004511615250864254,22
