Model,rmv_inf_grad,Fold,Accuracy,Precision,Recall,F1,AUC,Uncertainty,num_epochs_trained,Acc_class_0,Acc_class_1
RGy8,False,1,0.9097796143250688,0.8546931407942238,0.8883187274341011,0.8697426998539319,0.9396260774902555,0.06033087251086337,11,0.9251523063533508,0.8514851485148515
RGy8,False,2,0.9090909090909091,0.8563417030479041,0.8781635343691028,0.8665203244785167,0.9456522675766271,0.06865649970072824,10,0.9312445604873804,0.8250825082508251
RGy8,False,3,0.9118457300275482,0.8591108913801627,0.8859791984420373,0.8714429193170405,0.9419268297586938,0.07423149688097677,9,0.9303742384682332,0.8415841584158416
RGy8,False,4,0.9015151515151515,0.8438161235717309,0.8733767632637938,0.8571793127499014,0.9396691627387281,0.07131373144778771,9,0.9216710182767625,0.8250825082508251
RGy8,False,5,0.9070247933884298,0.8524926890405236,0.8780730553473102,0.8642595038083096,0.9452443938910863,0.08138420239794679,8,0.927763272410792,0.8283828382838284
RGy16,True,1,0.9077134986225895,0.8522981330391104,0.8833682323845962,0.8663167152201396,0.9381496896425935,0.05860105565748727,12,0.9251523063533508,0.8415841584158416
RGy16,True,2,0.9035812672176309,0.8484817317920139,0.869822230264802,0.8584306471741844,0.9385891591770142,0.055970460095313646,10,0.927763272410792,0.8118811881188119
RGy16,True,3,0.912534435261708,0.8656657815942601,0.8718343113684737,0.8686939389041308,0.9415936371705055,0.055766135448585316,12,0.9416884247171453,0.801980198019802
RGy16,True,4,0.9139118457300276,0.8647474303303468,0.8812096614361176,0.8725756910925845,0.9451381169448537,0.04671093608002089,13,0.9373368146214099,0.8250825082508251
RGy16,True,5,0.912534435261708,0.8614595087232011,0.8827693474308267,0.8714294379761591,0.9382100089904551,0.05852191028690694,9,0.9338555265448216,0.8316831683168316
RGy16,False,1,0.9097796143250688,0.8631372638914359,0.8640186472955389,0.8635768020604198,0.9370984095798613,0.05540230029172718,12,0.9425587467362925,0.7854785478547854
RGy16,False,2,0.9028925619834711,0.8484042553191489,0.8657420572344441,0.8565980167810832,0.9479300410458801,0.04593771395150473,12,0.9295039164490861,0.801980198019802
RGy16,False,3,0.8960055096418733,0.8366615463389657,0.8626054511456367,0.8485133020344289,0.9385001163301708,0.06177835273862577,9,0.9199303742384682,0.8052805280528053
RGy16,False,4,0.912534435261708,0.8646440844928527,0.8742643193823298,0.869317026190596,0.9390889480592968,0.04628892902264928,13,0.9399477806788512,0.8085808580858086
RGy16,False,5,0.9090909090909091,0.8602906572054186,0.8672284983067498,0.8636871826237856,0.9468471651342679,0.04864086156240973,10,0.939077458659704,0.7953795379537953
RX101_32x8d,True,1,0.9132231404958677,0.8659128712760198,0.8746994803919035,0.8701923076923077,0.9438599212401658,0.042736180528550084,14,0.9408181026979983,0.8085808580858086
RX101_32x8d,True,2,0.8870523415977961,0.8213841134801114,0.871528406104318,0.8418939160549435,0.9394336300470778,0.06302992498177352,9,0.8981723237597912,0.8448844884488449
RX101_32x8d,True,3,0.9008264462809917,0.8463645494110844,0.859576558178011,0.8526931021752793,0.9394996940947358,0.04616023034370171,15,0.9303742384682332,0.7887788778877888
