Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
n2,3,0.8690476190476191,0.8356239324055537,0.7416745844347654,0.7740067520736915,0.8792132717472084,0.041825548233032306,0.9617794486215538,0.8983057029806171,0.8126780525332159,0.84417727769166,0.9883371490408562,0.10869668877680888,17
n2,4,0.8734335839598998,0.839131744418088,0.7541932813426027,0.7848769551059627,0.88357823538819,0.05365517766870456,0.9605263157894737,0.9419828947214984,0.8071653024781463,0.849942993946756,0.9864199510845805,0.10587685216465251,17
n2,5,0.8677944862155389,0.8330176138794627,0.7397978382141278,0.7718441372609995,0.8781902333938534,0.0530562090866041,0.9548872180451128,0.8924117326349835,0.8635088698645944,0.876497035678902,0.989853731662247,0.13707078960943633,16
n1,1,0.8659147869674185,0.8473557692307692,0.7202142971373741,0.7579178656989354,0.8777245745571537,0.051119540131169885,0.9849624060150376,0.9331956604430612,0.9289894161372928,0.9310706723231257,0.9987895687391051,0.028768893883052444,16
n1,2,0.8690476190476191,0.8213414970809856,0.7600657566720915,0.784131010894924,0.8794602120393974,0.04867513162974244,0.9868421052631579,0.960204817563073,0.9153660566168352,0.9355745946655037,0.9980915681151842,0.028564318551506512,17
n1,3,0.8709273182957393,0.8400605846020692,0.7439487869352123,0.7769376899696048,0.8722236855721018,0.046024483156421034,0.9786967418546366,0.9025384196533341,0.9093642098947669,0.9058760842525707,0.9974181105551939,0.03457337534461092,17
n1,4,0.8759398496240601,0.8394485401105829,0.7633559420889737,0.7919658727337362,0.8864333355283582,0.054981742054606784,0.9868421052631579,0.9666492237920808,0.9254750101653871,0.9442260843719973,0.9988692756331711,0.032729420161281025,17
n1,5,0.8703007518796992,0.8382302509316446,0.7435513306554031,0.7761693668863834,0.8858336233901843,0.050632037302223716,0.9786967418546366,0.9157267356990989,0.9196798691114835,0.917682688680571,0.9969450527041209,0.039848768726831386,16
0,1,0.8646616541353384,0.8343147306583906,0.7269922202048898,0.7613814756671899,0.8812805147646776,0.050737617409232674,0.9956140350877193,0.9771591973204877,0.9817598353087206,0.9794379716961021,0.999669272204256,0.010346714137353122,17
0,2,0.8621553884711779,0.837154580349133,0.7156658921364805,0.7518796992481203,0.8808501331125765,0.05654096442396377,0.993734335839599,0.9747886771954133,0.9653663926857696,0.9699913470631701,0.9995484648341169,0.010773903618770632,24
0,3,0.8627819548872181,0.8307248463601173,0.7236361840434239,0.757714982860985,0.8862334314823004,0.04919603476725986,0.9912280701754386,0.954996951548381,0.9635196706174409,0.9591783132105713,0.999407239411148,0.012575618760217816,17
0,4,0.8577694235588973,0.8074679131427143,0.7312748704151419,0.7585825691833141,0.8739616748666521,0.06474513498311357,0.9924812030075187,0.9833148053924146,0.949434630579901,0.9652499062350564,0.9997981181486869,0.015235008647818392,29
0,5,0.8677944862155389,0.82742820516829,0.7462888401802429,0.7755987757607016,0.8857442545225351,0.06016070655836623,0.9918546365914787,0.9881274693814551,0.9390190257653904,0.9611710293528475,0.9996276006794579,0.015655178586679034,17
p1,1,0.8621553884711779,0.8277056277056277,0.7243205614246339,0.7576664421303709,0.8763511161701207,0.057020871892243634,0.9956140350877193,0.9771076611039029,0.9817598353087206,0.9794128086811013,0.9997450870516794,0.005652867607901319,18
p1,2,0.8646616541353384,0.8241959064327486,0.7378105568150817,0.7680600895099023,0.8758360692749834,0.06969400465422898,0.9987468671679198,0.9940738386086009,0.9940738386086009,0.9940738386086009,0.9999719111117767,0.0055166828717754385,17
p1,3,0.8646616541353384,0.8310182993629711,0.7302377211879474,0.7634387351778656,0.8550954365434003,0.06395215832268046,0.9943609022556391,0.9712689961672111,0.9758336739173213,0.9735307540185589,0.9997338790459205,0.00740795930299818,18
p1,4,0.8646616541353384,0.8105263157894738,0.7583653963744461,0.7794609865195451,0.8757161268473486,0.058424947536282947,0.9912280701754386,0.9761932004407985,0.9385056688312671,0.9558962063862245,0.999601748674399,0.0071104977773732495,19
p1,5,0.8646616541353384,0.8279532241014799,0.733483222171005,0.7654493349988978,0.8852644848119959,0.05838299367693984,0.9943609022556391,0.9800470944974661,0.9658280732028518,0.9727408720971252,0.9995508578899978,0.00713992770086639,18
p2,1,0.8671679197994987,0.8422709601081813,0.7285820453241267,0.7644280442804428,0.8699494830716551,0.04591008341632539,1.0,1.0,1.0,1.0,1.0,0.001263853900133175,24
p2,2,0.8634085213032582,0.8225243847296686,0.7348519769334249,0.7652611807377182,0.8724588668027582,0.05243640361550185,0.9974937343358395,0.9929690670162624,0.9831448768599671,0.9879668049792532,0.9999607031060179,0.004180254201423687,26
p2,3,0.8677944862155389,0.8292041292041292,0.7441251728582046,0.7743658738736083,0.8814592524999765,0.057537723557481636,0.9968671679197995,0.9924137931034482,0.97768039598565,0.9848425894200113,0.999968351189383,0.004846075214043209,27
p2,4,0.8590225563909775,0.8156462361168244,0.7255787810086453,0.7560208364048708,0.861885118672449,0.05974498250100848,0.9962406015037594,0.9868589443456005,0.977218715468568,0.9819502074688797,0.9998698448351386,0.003869261826785926,21
p2,5,0.8721804511278195,0.8426767378732445,0.7458255331558499,0.7791033434650456,0.8878114975400044,0.05472967901976124,0.9956140350877193,0.9913424345242526,0.9667514342370161,0.9784708885373771,0.9997321565825352,0.003484709542083997,47
p3,1,0.8640350877192983,0.8251986583011899,0.734167599552215,0.7653562928229237,0.8763675788562668,0.05235302908650125,0.9981203007518797,0.9887849909772867,0.9936121580915187,0.9911769180061863,0.9999841755946915,0.001871924587241267,50
p3,2,0.8627819548872181,0.8216824702163871,0.7333726869925965,0.7638553988948246,0.8692580502535254,0.049495806576798,0.9968671679197995,0.9875560274452241,0.9826831963428848,0.9850976582326503,0.9999418470168936,0.00408206859348313,24
p3,3,0.8508771929824561,0.7928181581911116,0.7225755166931638,0.7479134811416921,0.8704974553390843,0.04810886186272853,0.9962406015037594,0.9738947218055852,0.9922271165402722,0.9827380952380952,0.9999550302293124,0.002951233295588083,48
p3,4,0.8621553884711779,0.8266509433962264,0.725402395085653,0.7583648750946252,0.8736112548329743,0.052858085761489156,0.9956140350877193,0.9914409133819273,0.9667514342370161,0.9785210226052939,0.9999418470168936,0.003996424194089974,27
p3,5,0.8602756892230576,0.8165086311694627,0.7296191945513213,0.7595422554956432,0.8814427898138306,0.05468510236627733,0.9968671679197995,0.9875057630244353,0.9826831963428848,0.9850724927793189,0.999959646628862,0.002880545996902775,30
p4,1,0.8615288220551378,0.8157419098869887,0.7358232754160356,0.7643203787808426,0.8668686089500569,0.07466845291491973,0.9974937343358395,0.9929690670162624,0.9831448768599671,0.9879668049792532,0.9999397340625821,0.001804165141648783,19
p4,2,0.8646616541353384,0.8430224862861597,0.7194193845777557,0.7563909774436091,0.8765369093423392,0.05894339828911632,0.9981203007518797,0.9986206896551724,0.983606557377049,0.9909055536520067,0.9999841755946915,0.0027357376403546094,27
p4,3,0.8627819548872181,0.8144087669832927,0.7431091899417691,0.769593886845736,0.887155341906473,0.057433983216503816,0.9981203007518797,0.9887849909772867,0.9936121580915187,0.9911769180061863,0.9999392058240041,0.002440221518085167,43
p4,4,0.8546365914786967,0.8184183673469387,0.7054872484736738,0.739129699613632,0.8650177326647914,0.04878155669210206,0.9974937343358395,0.9837174837174837,0.9931504775744365,0.9883484732519436,0.9999107264448547,0.002969114126450944,37
p4,5,0.8571428571428571,0.818746944192219,0.714649909220045,0.7473898169539719,0.8719508753445406,0.07599138657327546,0.9974937343358395,0.9929690670162624,0.9831448768599671,0.9879668049792532,0.9997353260140024,0.0018288715889519817,30
