Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,scanner_Accuracy,scanner_Precision,scanner_Recall,scanner_F1,scanner_AUC,scanner_Uncertainty,num_epochs_trained
n1,3,0.8615288220551378,0.8227911764017872,0.7271686061278821,0.7589972224784511,0.8832442780406582,0.07823815449190036,0.981829573934837,0.9310594504500322,0.9066698121229431,0.9181663869738044,0.9975346508396167,0.07274886229334529,16
n1,4,0.8671679197994987,0.8210072269551068,0.7523823858665488,0.7784372634429866,0.8881877875090545,0.08125137845631952,0.9824561403508771,0.9301921462031202,0.9222949229628531,0.9261664353300856,0.9975203441294372,0.057043999027365316,17
n1,5,0.8671679197994987,0.8266124477578223,0.7448095502394145,0.7742272994181392,0.882016632016632,0.08487957796288602,0.9755639097744361,0.915599593321931,0.8774007400852356,0.8945492472398371,0.9957679200159091,0.06980853654504299,16
0,1,0.8609022556390977,0.8249639249639249,0.7224438152039963,0.7554634097861015,0.8801516448575273,0.07810926201152567,0.9924812030075187,0.9778340709324481,0.949434630579901,0.9628301128268938,0.9994813545472145,0.023105796386826208,17
0,2,0.8590225563909775,0.8016832407766155,0.7472154542290289,0.7688009389604862,0.8775434850095485,0.08946487440837077,0.9918546365914787,0.9677304750346026,0.9539757504200536,0.9606631580462083,0.9996121803045717,0.02146710166782912,16
0,3,0.8621553884711779,0.8208363702623906,0.731893397051768,0.7624453675764178,0.8852691884366093,0.08671875664526203,0.9912280701754386,0.9588387460582304,0.9585685466772474,0.958696522305717,0.9993358620812915,0.024435496388015735,16
0,4,0.850250626566416,0.7870289950432074,0.730832729701508,0.75250307064528,0.8798341501961413,0.08696572893684808,0.9924812030075187,0.9644947080686465,0.9644947080686465,0.9644947080686465,0.99944203950747,0.024680757861913753,17
0,5,0.8634085213032582,0.8272946859903382,0.729442808628329,0.761929916275047,0.8883947469920321,0.07618034547081998,0.9924812030075187,0.969463637869003,0.9696525376770048,0.9695535394306013,0.99926944998172,0.02095232742330363,17
p1,1,0.8602756892230576,0.8308926245360174,0.7144735232970527,0.7496241632928713,0.8780679391539121,0.07965616631248279,0.9962406015037594,0.9822215158258025,0.9822215158258025,0.9822215158258025,0.999849266282629,0.008963611679212053,18
p1,2,0.8596491228070176,0.8009968980399209,0.7519402451529149,0.7718713866746303,0.8828233036377832,0.09034618031402988,0.9981203007518797,0.9986206896551724,0.983606557377049,0.9909055536520067,0.9999345894244546,0.006580317668549883,18
