Scale,Fold,class_Accuracy,class_Precision,class_Recall,class_F1,class_AUC,class_Uncertainty,stain_Accuracy,stain_Precision,stain_Recall,stain_F1,stain_AUC,stain_Uncertainty,num_epochs_trained
n2,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5153385198634067,0.45022476880237733,0.0,0.0,0.0,0.0,0.04556119898136535,7.302412171929781e-67,16
n2,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.48812334785185474,0.4718287137375847,0.0,0.0,0.0,0.0,0.14500233294978576,1.965223448693432e-135,18
n2_5,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5059947695694302,0.5281848933277818,0.0,0.0,0.0,0.0,0.09030666199282426,2.380054066579585e-61,21
n2_5,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4882244757810369,0.5326166029000566,0.0,0.0,0.0,0.0,0.15656884989975955,8.298583919033795e-56,22
n2_5,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.49862654161296693,0.4847694005599113,0.0,0.0,0.0,0.0,0.04946003838042366,2.851649610045839e-73,21
n2_5,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5163098183460175,0.4483527981397445,0.0,0.0,0.0,0.0,0.05280746941420772,1.2199478925693256e-59,16
n2_5,5,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.468339902729043,0.50048564089546,0.0,0.0,0.0,0.0,0.16670933195536491,2.396177472268206e-146,19
n5,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5047106800500466,0.5209424097083338,0.0,0.0,0.0,0.0,0.0902076128644566,3.308879873989663e-105,21
n5,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4869121645139745,0.5278781011425823,0.0,0.0,0.0,0.0,0.15688960391833853,7.50409265758112e-45,22
n5,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4968274051984459,0.4839732837550343,0.0,0.0,0.0,0.0,0.0495044022952246,2.0398386097809746e-52,21
n5,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.48065869559082225,0.5868998230270954,0.0,0.0,0.0,0.0,0.2607533185073582,3.906371051910046e-66,46
n5,5,0.7869674185463659,0.39397741530740277,0.49920508744038156,0.44039270687237025,0.5010442046641141,0.600857663560297,0.0,0.0,0.0,0.0,0.27985145966617236,0.0001424813969595061,50
n10,1,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5063498932277212,0.5236952853254642,0.0,0.0,0.0,0.0,0.09030666199282426,2.53773726189555e-46,21
n10,2,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.49499063978701985,0.5747857658244366,0.0,0.0,0.0,0.0,0.2663091596616407,1.0442015587354404e-46,31
n10,3,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.4612797621847396,0.5540568205771358,0.0,0.0,0.0,0.0,0.22466201820026271,1.7297540287038272e-67,33
n10,4,0.7882205513784462,0.3941102756892231,0.5,0.44078486334968464,0.5251055963725646,0.555229333876847,0.0,0.0,0.0,0.0,0.2735086973500675,1.7393517852998893e-224,32
n10,5,0.7875939849624061,0.3940438871473354,0.4996025437201908,0.4405888538380652,0.5132689250336309,0.5791742630690856,0.0,0.0,0.0,0.0,0.2568035043809642,4.3757578092419156e-94,48
